CL = 0.1221 | alpha = 0.8779 | z_{1-alpha/2} = 0.1536318784020153
CL = 0.1222 | alpha = 0.8778 | z_{1-alpha/2} = 0.1537586988968542
CL = 0.1223 | alpha = 0.8777 | z_{1-alpha/2} = 0.1538855218647098
CL = 0.1224 | alpha = 0.8776 | z_{1-alpha/2} = 0.1540123473077184
CL = 0.1225 | alpha = 0.8775 | z_{1-alpha/2} = 0.1541391752280170
CL = 0.1226 | alpha = 0.8774 | z_{1-alpha/2} = 0.1542660056277420
CL = 0.1227 | alpha = 0.8773 | z_{1-alpha/2} = 0.1543928385090309
CL = 0.1228 | alpha = 0.8772 | z_{1-alpha/2} = 0.1545196738740211
CL = 0.1229 | alpha = 0.8771 | z_{1-alpha/2} = 0.1546465117248505
CL = 0.1230 | alpha = 0.8770 | z_{1-alpha/2} = 0.1547733520636572
CL = 0.1231 | alpha = 0.8769 | z_{1-alpha/2} = 0.1549001948925793
CL = 0.1232 | alpha = 0.8768 | z_{1-alpha/2} = 0.1550270402137557
CL = 0.1233 | alpha = 0.8767 | z_{1-alpha/2} = 0.1551538880293252
CL = 0.1234 | alpha = 0.8766 | z_{1-alpha/2} = 0.1552807383414271
CL = 0.1235 | alpha = 0.8765 | z_{1-alpha/2} = 0.1554075911522008
CL = 0.1236 | alpha = 0.8764 | z_{1-alpha/2} = 0.1555344464637863
CL = 0.1237 | alpha = 0.8763 | z_{1-alpha/2} = 0.1556613042783234
CL = 0.1238 | alpha = 0.8762 | z_{1-alpha/2} = 0.1557881645979525
CL = 0.1239 | alpha = 0.8761 | z_{1-alpha/2} = 0.1559150274248144
CL = 0.1240 | alpha = 0.8760 | z_{1-alpha/2} = 0.1560418927610499
CL = 0.1241 | alpha = 0.8759 | z_{1-alpha/2} = 0.1561687606088003
CL = 0.1242 | alpha = 0.8758 | z_{1-alpha/2} = 0.1562956309702072
CL = 0.1243 | alpha = 0.8757 | z_{1-alpha/2} = 0.1564225038474123
CL = 0.1244 | alpha = 0.8756 | z_{1-alpha/2} = 0.1565493792425577
CL = 0.1245 | alpha = 0.8755 | z_{1-alpha/2} = 0.1566762571577859
CL = 0.1246 | alpha = 0.8754 | z_{1-alpha/2} = 0.1568031375952394
CL = 0.1247 | alpha = 0.8753 | z_{1-alpha/2} = 0.1569300205570612
CL = 0.1248 | alpha = 0.8752 | z_{1-alpha/2} = 0.1570569060453946
CL = 0.1249 | alpha = 0.8751 | z_{1-alpha/2} = 0.1571837940623832
CL = 0.1250 | alpha = 0.8750 | z_{1-alpha/2} = 0.1573106846101707
CL = 0.1251 | alpha = 0.8749 | z_{1-alpha/2} = 0.1574375776909014
CL = 0.1252 | alpha = 0.8748 | z_{1-alpha/2} = 0.1575644733067196
CL = 0.1253 | alpha = 0.8747 | z_{1-alpha/2} = 0.1576913714597700
CL = 0.1254 | alpha = 0.8746 | z_{1-alpha/2} = 0.1578182721521977
CL = 0.1255 | alpha = 0.8745 | z_{1-alpha/2} = 0.1579451753861480
CL = 0.1256 | alpha = 0.8744 | z_{1-alpha/2} = 0.1580720811637663
CL = 0.1257 | alpha = 0.8743 | z_{1-alpha/2} = 0.1581989894871989
CL = 0.1258 | alpha = 0.8742 | z_{1-alpha/2} = 0.1583259003585915
CL = 0.1259 | alpha = 0.8741 | z_{1-alpha/2} = 0.1584528137800908
CL = 0.1260 | alpha = 0.8740 | z_{1-alpha/2} = 0.1585797297538436
CL = 0.1261 | alpha = 0.8739 | z_{1-alpha/2} = 0.1587066482819967
CL = 0.1262 | alpha = 0.8738 | z_{1-alpha/2} = 0.1588335693666978
CL = 0.1263 | alpha = 0.8737 | z_{1-alpha/2} = 0.1589604930100943
CL = 0.1264 | alpha = 0.8736 | z_{1-alpha/2} = 0.1590874192143344
CL = 0.1265 | alpha = 0.8735 | z_{1-alpha/2} = 0.1592143479815660
CL = 0.1266 | alpha = 0.8734 | z_{1-alpha/2} = 0.1593412793139378
CL = 0.1267 | alpha = 0.8733 | z_{1-alpha/2} = 0.1594682132135986
CL = 0.1268 | alpha = 0.8732 | z_{1-alpha/2} = 0.1595951496826976
CL = 0.1269 | alpha = 0.8731 | z_{1-alpha/2} = 0.1597220887233841
CL = 0.1270 | alpha = 0.8730 | z_{1-alpha/2} = 0.1598490303378078
CL = 0.1271 | alpha = 0.8729 | z_{1-alpha/2} = 0.1599759745281189
CL = 0.1272 | alpha = 0.8728 | z_{1-alpha/2} = 0.1601029212964675
CL = 0.1273 | alpha = 0.8727 | z_{1-alpha/2} = 0.1602298706450044
CL = 0.1274 | alpha = 0.8726 | z_{1-alpha/2} = 0.1603568225758804
CL = 0.1275 | alpha = 0.8725 | z_{1-alpha/2} = 0.1604837770912466
CL = 0.1276 | alpha = 0.8724 | z_{1-alpha/2} = 0.1606107341932547
CL = 0.1277 | alpha = 0.8723 | z_{1-alpha/2} = 0.1607376938840565
CL = 0.1278 | alpha = 0.8722 | z_{1-alpha/2} = 0.1608646561658038
CL = 0.1279 | alpha = 0.8721 | z_{1-alpha/2} = 0.1609916210406492
CL = 0.1280 | alpha = 0.8720 | z_{1-alpha/2} = 0.1611185885107454
CL = 0.1281 | alpha = 0.8719 | z_{1-alpha/2} = 0.1612455585782454
CL = 0.1282 | alpha = 0.8718 | z_{1-alpha/2} = 0.1613725312453025
CL = 0.1283 | alpha = 0.8717 | z_{1-alpha/2} = 0.1614995065140702
CL = 0.1284 | alpha = 0.8716 | z_{1-alpha/2} = 0.1616264843867024
CL = 0.1285 | alpha = 0.8715 | z_{1-alpha/2} = 0.1617534648653535
CL = 0.1286 | alpha = 0.8714 | z_{1-alpha/2} = 0.1618804479521778
CL = 0.1287 | alpha = 0.8713 | z_{1-alpha/2} = 0.1620074336493300
CL = 0.1288 | alpha = 0.8712 | z_{1-alpha/2} = 0.1621344219589654
CL = 0.1289 | alpha = 0.8711 | z_{1-alpha/2} = 0.1622614128832393
CL = 0.1290 | alpha = 0.8710 | z_{1-alpha/2} = 0.1623884064243075
CL = 0.1291 | alpha = 0.8709 | z_{1-alpha/2} = 0.1625154025843258
CL = 0.1292 | alpha = 0.8708 | z_{1-alpha/2} = 0.1626424013654507
CL = 0.1293 | alpha = 0.8707 | z_{1-alpha/2} = 0.1627694027698387
CL = 0.1294 | alpha = 0.8706 | z_{1-alpha/2} = 0.1628964067996467
CL = 0.1295 | alpha = 0.8705 | z_{1-alpha/2} = 0.1630234134570321
CL = 0.1296 | alpha = 0.8704 | z_{1-alpha/2} = 0.1631504227441521
CL = 0.1297 | alpha = 0.8703 | z_{1-alpha/2} = 0.1632774346631650
CL = 0.1298 | alpha = 0.8702 | z_{1-alpha/2} = 0.1634044492162284
CL = 0.1299 | alpha = 0.8701 | z_{1-alpha/2} = 0.1635314664055009
CL = 0.1300 | alpha = 0.8700 | z_{1-alpha/2} = 0.1636584862331413
CL = 0.1301 | alpha = 0.8699 | z_{1-alpha/2} = 0.1637855087013086
CL = 0.1302 | alpha = 0.8698 | z_{1-alpha/2} = 0.1639125338121622
CL = 0.1303 | alpha = 0.8697 | z_{1-alpha/2} = 0.1640395615678616
CL = 0.1304 | alpha = 0.8696 | z_{1-alpha/2} = 0.1641665919705669
CL = 0.1305 | alpha = 0.8695 | z_{1-alpha/2} = 0.1642936250224386
CL = 0.1306 | alpha = 0.8694 | z_{1-alpha/2} = 0.1644206607256366
CL = 0.1307 | alpha = 0.8693 | z_{1-alpha/2} = 0.1645476990823223
CL = 0.1308 | alpha = 0.8692 | z_{1-alpha/2} = 0.1646747400946567
CL = 0.1309 | alpha = 0.8691 | z_{1-alpha/2} = 0.1648017837648013
CL = 0.1310 | alpha = 0.8690 | z_{1-alpha/2} = 0.1649288300949179
CL = 0.1311 | alpha = 0.8689 | z_{1-alpha/2} = 0.1650558790871686
CL = 0.1312 | alpha = 0.8688 | z_{1-alpha/2} = 0.1651829307437158
CL = 0.1313 | alpha = 0.8687 | z_{1-alpha/2} = 0.1653099850667223
CL = 0.1314 | alpha = 0.8686 | z_{1-alpha/2} = 0.1654370420583509
CL = 0.1315 | alpha = 0.8685 | z_{1-alpha/2} = 0.1655641017207652
CL = 0.1316 | alpha = 0.8684 | z_{1-alpha/2} = 0.1656911640561287
CL = 0.1317 | alpha = 0.8683 | z_{1-alpha/2} = 0.1658182290666056
CL = 0.1318 | alpha = 0.8682 | z_{1-alpha/2} = 0.1659452967543597
CL = 0.1319 | alpha = 0.8681 | z_{1-alpha/2} = 0.1660723671215559
CL = 0.1320 | alpha = 0.8680 | z_{1-alpha/2} = 0.1661994401703589
CL = 0.1321 | alpha = 0.8679 | z_{1-alpha/2} = 0.1663265159029340
CL = 0.1322 | alpha = 0.8678 | z_{1-alpha/2} = 0.1664535943214467
CL = 0.1323 | alpha = 0.8677 | z_{1-alpha/2} = 0.1665806754280627
CL = 0.1324 | alpha = 0.8676 | z_{1-alpha/2} = 0.1667077592249483
CL = 0.1325 | alpha = 0.8675 | z_{1-alpha/2} = 0.1668348457142700
CL = 0.1326 | alpha = 0.8674 | z_{1-alpha/2} = 0.1669619348981942
CL = 0.1327 | alpha = 0.8673 | z_{1-alpha/2} = 0.1670890267788882
CL = 0.1328 | alpha = 0.8672 | z_{1-alpha/2} = 0.1672161213585193
CL = 0.1329 | alpha = 0.8671 | z_{1-alpha/2} = 0.1673432186392552
CL = 0.1330 | alpha = 0.8670 | z_{1-alpha/2} = 0.1674703186232639
CL = 0.1331 | alpha = 0.8669 | z_{1-alpha/2} = 0.1675974213127137
CL = 0.1332 | alpha = 0.8668 | z_{1-alpha/2} = 0.1677245267097732
CL = 0.1333 | alpha = 0.8667 | z_{1-alpha/2} = 0.1678516348166114
CL = 0.1334 | alpha = 0.8666 | z_{1-alpha/2} = 0.1679787456353975
CL = 0.1335 | alpha = 0.8665 | z_{1-alpha/2} = 0.1681058591683011
CL = 0.1336 | alpha = 0.8664 | z_{1-alpha/2} = 0.1682329754174921
CL = 0.1337 | alpha = 0.8663 | z_{1-alpha/2} = 0.1683600943851407
CL = 0.1338 | alpha = 0.8662 | z_{1-alpha/2} = 0.1684872160734172
CL = 0.1339 | alpha = 0.8661 | z_{1-alpha/2} = 0.1686143404844926
CL = 0.1340 | alpha = 0.8660 | z_{1-alpha/2} = 0.1687414676205380
CL = 0.1341 | alpha = 0.8659 | z_{1-alpha/2} = 0.1688685974837249
CL = 0.1342 | alpha = 0.8658 | z_{1-alpha/2} = 0.1689957300762250
CL = 0.1343 | alpha = 0.8657 | z_{1-alpha/2} = 0.1691228654002105
CL = 0.1344 | alpha = 0.8656 | z_{1-alpha/2} = 0.1692500034578536
CL = 0.1345 | alpha = 0.8655 | z_{1-alpha/2} = 0.1693771442513274
CL = 0.1346 | alpha = 0.8654 | z_{1-alpha/2} = 0.1695042877828045
CL = 0.1347 | alpha = 0.8653 | z_{1-alpha/2} = 0.1696314340544584
CL = 0.1348 | alpha = 0.8652 | z_{1-alpha/2} = 0.1697585830684628
CL = 0.1349 | alpha = 0.8651 | z_{1-alpha/2} = 0.1698857348269917
CL = 0.1350 | alpha = 0.8650 | z_{1-alpha/2} = 0.1700128893322194
CL = 0.1351 | alpha = 0.8649 | z_{1-alpha/2} = 0.1701400465863205
CL = 0.1352 | alpha = 0.8648 | z_{1-alpha/2} = 0.1702672065914700
CL = 0.1353 | alpha = 0.8647 | z_{1-alpha/2} = 0.1703943693498432
CL = 0.1354 | alpha = 0.8646 | z_{1-alpha/2} = 0.1705215348636156
CL = 0.1355 | alpha = 0.8645 | z_{1-alpha/2} = 0.1706487031349631
CL = 0.1356 | alpha = 0.8644 | z_{1-alpha/2} = 0.1707758741660619
CL = 0.1357 | alpha = 0.8643 | z_{1-alpha/2} = 0.1709030479590887
CL = 0.1358 | alpha = 0.8642 | z_{1-alpha/2} = 0.1710302245162203
CL = 0.1359 | alpha = 0.8641 | z_{1-alpha/2} = 0.1711574038396338
CL = 0.1360 | alpha = 0.8640 | z_{1-alpha/2} = 0.1712845859315066
CL = 0.1361 | alpha = 0.8639 | z_{1-alpha/2} = 0.1714117707940168
CL = 0.1362 | alpha = 0.8638 | z_{1-alpha/2} = 0.1715389584293424
CL = 0.1363 | alpha = 0.8637 | z_{1-alpha/2} = 0.1716661488396618
CL = 0.1364 | alpha = 0.8636 | z_{1-alpha/2} = 0.1717933420271540
CL = 0.1365 | alpha = 0.8635 | z_{1-alpha/2} = 0.1719205379939982
CL = 0.1366 | alpha = 0.8634 | z_{1-alpha/2} = 0.1720477367423733
CL = 0.1367 | alpha = 0.8633 | z_{1-alpha/2} = 0.1721749382744595
CL = 0.1368 | alpha = 0.8632 | z_{1-alpha/2} = 0.1723021425924368
CL = 0.1369 | alpha = 0.8631 | z_{1-alpha/2} = 0.1724293496984856
CL = 0.1370 | alpha = 0.8630 | z_{1-alpha/2} = 0.1725565595947866
CL = 0.1371 | alpha = 0.8629 | z_{1-alpha/2} = 0.1726837722835209
CL = 0.1372 | alpha = 0.8628 | z_{1-alpha/2} = 0.1728109877668699
CL = 0.1373 | alpha = 0.8627 | z_{1-alpha/2} = 0.1729382060470152
CL = 0.1374 | alpha = 0.8626 | z_{1-alpha/2} = 0.1730654271261390
CL = 0.1375 | alpha = 0.8625 | z_{1-alpha/2} = 0.1731926510064234
CL = 0.1376 | alpha = 0.8624 | z_{1-alpha/2} = 0.1733198776900513
CL = 0.1377 | alpha = 0.8623 | z_{1-alpha/2} = 0.1734471071792056
CL = 0.1378 | alpha = 0.8622 | z_{1-alpha/2} = 0.1735743394760699
CL = 0.1379 | alpha = 0.8621 | z_{1-alpha/2} = 0.1737015745828275
CL = 0.1380 | alpha = 0.8620 | z_{1-alpha/2} = 0.1738288125016624
CL = 0.1381 | alpha = 0.8619 | z_{1-alpha/2} = 0.1739560532347591
CL = 0.1382 | alpha = 0.8618 | z_{1-alpha/2} = 0.1740832967843022
CL = 0.1383 | alpha = 0.8617 | z_{1-alpha/2} = 0.1742105431524766
CL = 0.1384 | alpha = 0.8616 | z_{1-alpha/2} = 0.1743377923414676
CL = 0.1385 | alpha = 0.8615 | z_{1-alpha/2} = 0.1744650443534610
CL = 0.1386 | alpha = 0.8614 | z_{1-alpha/2} = 0.1745922991906425
CL = 0.1387 | alpha = 0.8613 | z_{1-alpha/2} = 0.1747195568551984
CL = 0.1388 | alpha = 0.8612 | z_{1-alpha/2} = 0.1748468173493155
CL = 0.1389 | alpha = 0.8611 | z_{1-alpha/2} = 0.1749740806751806
CL = 0.1390 | alpha = 0.8610 | z_{1-alpha/2} = 0.1751013468349810
CL = 0.1391 | alpha = 0.8609 | z_{1-alpha/2} = 0.1752286158309043
CL = 0.1392 | alpha = 0.8608 | z_{1-alpha/2} = 0.1753558876651384
CL = 0.1393 | alpha = 0.8607 | z_{1-alpha/2} = 0.1754831623398716
CL = 0.1394 | alpha = 0.8606 | z_{1-alpha/2} = 0.1756104398572924
CL = 0.1395 | alpha = 0.8605 | z_{1-alpha/2} = 0.1757377202195899
CL = 0.1396 | alpha = 0.8604 | z_{1-alpha/2} = 0.1758650034289531
CL = 0.1397 | alpha = 0.8603 | z_{1-alpha/2} = 0.1759922894875718
CL = 0.1398 | alpha = 0.8602 | z_{1-alpha/2} = 0.1761195783976360
CL = 0.1399 | alpha = 0.8601 | z_{1-alpha/2} = 0.1762468701613356
CL = 0.1400 | alpha = 0.8600 | z_{1-alpha/2} = 0.1763741647808614
CL = 0.1401 | alpha = 0.8599 | z_{1-alpha/2} = 0.1765014622584042
CL = 0.1402 | alpha = 0.8598 | z_{1-alpha/2} = 0.1766287625961553
CL = 0.1403 | alpha = 0.8597 | z_{1-alpha/2} = 0.1767560657963063
CL = 0.1404 | alpha = 0.8596 | z_{1-alpha/2} = 0.1768833718610491
CL = 0.1405 | alpha = 0.8595 | z_{1-alpha/2} = 0.1770106807925760
CL = 0.1406 | alpha = 0.8594 | z_{1-alpha/2} = 0.1771379925930795
CL = 0.1407 | alpha = 0.8593 | z_{1-alpha/2} = 0.1772653072647525
CL = 0.1408 | alpha = 0.8592 | z_{1-alpha/2} = 0.1773926248097882
CL = 0.1409 | alpha = 0.8591 | z_{1-alpha/2} = 0.1775199452303803
CL = 0.1410 | alpha = 0.8590 | z_{1-alpha/2} = 0.1776472685287226
CL = 0.1411 | alpha = 0.8589 | z_{1-alpha/2} = 0.1777745947070094
CL = 0.1412 | alpha = 0.8588 | z_{1-alpha/2} = 0.1779019237674354
CL = 0.1413 | alpha = 0.8587 | z_{1-alpha/2} = 0.1780292557121953
CL = 0.1414 | alpha = 0.8586 | z_{1-alpha/2} = 0.1781565905434846
CL = 0.1415 | alpha = 0.8585 | z_{1-alpha/2} = 0.1782839282634987
CL = 0.1416 | alpha = 0.8584 | z_{1-alpha/2} = 0.1784112688744337
CL = 0.1417 | alpha = 0.8583 | z_{1-alpha/2} = 0.1785386123784857
CL = 0.1418 | alpha = 0.8582 | z_{1-alpha/2} = 0.1786659587778515
CL = 0.1419 | alpha = 0.8581 | z_{1-alpha/2} = 0.1787933080747279
CL = 0.1420 | alpha = 0.8580 | z_{1-alpha/2} = 0.1789206602713121
CL = 0.1421 | alpha = 0.8579 | z_{1-alpha/2} = 0.1790480153698018
CL = 0.1422 | alpha = 0.8578 | z_{1-alpha/2} = 0.1791753733723951
CL = 0.1423 | alpha = 0.8577 | z_{1-alpha/2} = 0.1793027342812901
CL = 0.1424 | alpha = 0.8576 | z_{1-alpha/2} = 0.1794300980986856
CL = 0.1425 | alpha = 0.8575 | z_{1-alpha/2} = 0.1795574648267805
CL = 0.1426 | alpha = 0.8574 | z_{1-alpha/2} = 0.1796848344677742
CL = 0.1427 | alpha = 0.8573 | z_{1-alpha/2} = 0.1798122070238661
CL = 0.1428 | alpha = 0.8572 | z_{1-alpha/2} = 0.1799395824972565
CL = 0.1429 | alpha = 0.8571 | z_{1-alpha/2} = 0.1800669608901455
CL = 0.1430 | alpha = 0.8570 | z_{1-alpha/2} = 0.1801943422047338
CL = 0.1431 | alpha = 0.8569 | z_{1-alpha/2} = 0.1803217264432226
CL = 0.1432 | alpha = 0.8568 | z_{1-alpha/2} = 0.1804491136078132
CL = 0.1433 | alpha = 0.8567 | z_{1-alpha/2} = 0.1805765037007072
CL = 0.1434 | alpha = 0.8566 | z_{1-alpha/2} = 0.1807038967241067
CL = 0.1435 | alpha = 0.8565 | z_{1-alpha/2} = 0.1808312926802141
CL = 0.1436 | alpha = 0.8564 | z_{1-alpha/2} = 0.1809586915712321
CL = 0.1437 | alpha = 0.8563 | z_{1-alpha/2} = 0.1810860933993638
CL = 0.1438 | alpha = 0.8562 | z_{1-alpha/2} = 0.1812134981668127
CL = 0.1439 | alpha = 0.8561 | z_{1-alpha/2} = 0.1813409058757823
CL = 0.1440 | alpha = 0.8560 | z_{1-alpha/2} = 0.1814683165284770
CL = 0.1441 | alpha = 0.8559 | z_{1-alpha/2} = 0.1815957301271009
CL = 0.1442 | alpha = 0.8558 | z_{1-alpha/2} = 0.1817231466738591
CL = 0.1443 | alpha = 0.8557 | z_{1-alpha/2} = 0.1818505661709566
CL = 0.1444 | alpha = 0.8556 | z_{1-alpha/2} = 0.1819779886205989
CL = 0.1445 | alpha = 0.8555 | z_{1-alpha/2} = 0.1821054140249918
CL = 0.1446 | alpha = 0.8554 | z_{1-alpha/2} = 0.1822328423863417
CL = 0.1447 | alpha = 0.8553 | z_{1-alpha/2} = 0.1823602737068547
CL = 0.1448 | alpha = 0.8552 | z_{1-alpha/2} = 0.1824877079887379
CL = 0.1449 | alpha = 0.8551 | z_{1-alpha/2} = 0.1826151452341984
CL = 0.1450 | alpha = 0.8550 | z_{1-alpha/2} = 0.1827425854454439
CL = 0.1451 | alpha = 0.8549 | z_{1-alpha/2} = 0.1828700286246822
CL = 0.1452 | alpha = 0.8548 | z_{1-alpha/2} = 0.1829974747741216
CL = 0.1453 | alpha = 0.8547 | z_{1-alpha/2} = 0.1831249238959706
CL = 0.1454 | alpha = 0.8546 | z_{1-alpha/2} = 0.1832523759924383
CL = 0.1455 | alpha = 0.8545 | z_{1-alpha/2} = 0.1833798310657338
CL = 0.1456 | alpha = 0.8544 | z_{1-alpha/2} = 0.1835072891180669
CL = 0.1457 | alpha = 0.8543 | z_{1-alpha/2} = 0.1836347501516475
CL = 0.1458 | alpha = 0.8542 | z_{1-alpha/2} = 0.1837622141686860
CL = 0.1459 | alpha = 0.8541 | z_{1-alpha/2} = 0.1838896811713930
CL = 0.1460 | alpha = 0.8540 | z_{1-alpha/2} = 0.1840171511619796
CL = 0.1461 | alpha = 0.8539 | z_{1-alpha/2} = 0.1841446241426571
CL = 0.1462 | alpha = 0.8538 | z_{1-alpha/2} = 0.1842721001156373
CL = 0.1463 | alpha = 0.8537 | z_{1-alpha/2} = 0.1843995790831323
CL = 0.1464 | alpha = 0.8536 | z_{1-alpha/2} = 0.1845270610473545
CL = 0.1465 | alpha = 0.8535 | z_{1-alpha/2} = 0.1846545460105167
CL = 0.1466 | alpha = 0.8534 | z_{1-alpha/2} = 0.1847820339748321
CL = 0.1467 | alpha = 0.8533 | z_{1-alpha/2} = 0.1849095249425140
CL = 0.1468 | alpha = 0.8532 | z_{1-alpha/2} = 0.1850370189157764
CL = 0.1469 | alpha = 0.8531 | z_{1-alpha/2} = 0.1851645158968334
CL = 0.1470 | alpha = 0.8530 | z_{1-alpha/2} = 0.1852920158878996
CL = 0.1471 | alpha = 0.8529 | z_{1-alpha/2} = 0.1854195188911899
CL = 0.1472 | alpha = 0.8528 | z_{1-alpha/2} = 0.1855470249089196
CL = 0.1473 | alpha = 0.8527 | z_{1-alpha/2} = 0.1856745339433041
CL = 0.1474 | alpha = 0.8526 | z_{1-alpha/2} = 0.1858020459965596
CL = 0.1475 | alpha = 0.8525 | z_{1-alpha/2} = 0.1859295610709023
CL = 0.1476 | alpha = 0.8524 | z_{1-alpha/2} = 0.1860570791685488
CL = 0.1477 | alpha = 0.8523 | z_{1-alpha/2} = 0.1861846002917162
CL = 0.1478 | alpha = 0.8522 | z_{1-alpha/2} = 0.1863121244426219
CL = 0.1479 | alpha = 0.8521 | z_{1-alpha/2} = 0.1864396516234837
CL = 0.1480 | alpha = 0.8520 | z_{1-alpha/2} = 0.1865671818365194
CL = 0.1481 | alpha = 0.8519 | z_{1-alpha/2} = 0.1866947150839476
CL = 0.1482 | alpha = 0.8518 | z_{1-alpha/2} = 0.1868222513679872
CL = 0.1483 | alpha = 0.8517 | z_{1-alpha/2} = 0.1869497906908572
CL = 0.1484 | alpha = 0.8516 | z_{1-alpha/2} = 0.1870773330547771
CL = 0.1485 | alpha = 0.8515 | z_{1-alpha/2} = 0.1872048784619668
CL = 0.1486 | alpha = 0.8514 | z_{1-alpha/2} = 0.1873324269146467
CL = 0.1487 | alpha = 0.8513 | z_{1-alpha/2} = 0.1874599784150371
CL = 0.1488 | alpha = 0.8512 | z_{1-alpha/2} = 0.1875875329653590
CL = 0.1489 | alpha = 0.8511 | z_{1-alpha/2} = 0.1877150905678339
CL = 0.1490 | alpha = 0.8510 | z_{1-alpha/2} = 0.1878426512246831
CL = 0.1491 | alpha = 0.8509 | z_{1-alpha/2} = 0.1879702149381289
CL = 0.1492 | alpha = 0.8508 | z_{1-alpha/2} = 0.1880977817103935
CL = 0.1493 | alpha = 0.8507 | z_{1-alpha/2} = 0.1882253515436997
CL = 0.1494 | alpha = 0.8506 | z_{1-alpha/2} = 0.1883529244402706
CL = 0.1495 | alpha = 0.8505 | z_{1-alpha/2} = 0.1884805004023296
CL = 0.1496 | alpha = 0.8504 | z_{1-alpha/2} = 0.1886080794321006
CL = 0.1497 | alpha = 0.8503 | z_{1-alpha/2} = 0.1887356615318077
CL = 0.1498 | alpha = 0.8502 | z_{1-alpha/2} = 0.1888632467036753
CL = 0.1499 | alpha = 0.8501 | z_{1-alpha/2} = 0.1889908349499286
CL = 0.1500 | alpha = 0.8500 | z_{1-alpha/2} = 0.1891184262727925
CL = 0.1501 | alpha = 0.8499 | z_{1-alpha/2} = 0.1892460206744928
CL = 0.1502 | alpha = 0.8498 | z_{1-alpha/2} = 0.1893736181572555
CL = 0.1503 | alpha = 0.8497 | z_{1-alpha/2} = 0.1895012187233067
CL = 0.1504 | alpha = 0.8496 | z_{1-alpha/2} = 0.1896288223748734
CL = 0.1505 | alpha = 0.8495 | z_{1-alpha/2} = 0.1897564291141825
CL = 0.1506 | alpha = 0.8494 | z_{1-alpha/2} = 0.1898840389434615
CL = 0.1507 | alpha = 0.8493 | z_{1-alpha/2} = 0.1900116518649380
CL = 0.1508 | alpha = 0.8492 | z_{1-alpha/2} = 0.1901392678808403
CL = 0.1509 | alpha = 0.8491 | z_{1-alpha/2} = 0.1902668869933968
CL = 0.1510 | alpha = 0.8490 | z_{1-alpha/2} = 0.1903945092048365
CL = 0.1511 | alpha = 0.8489 | z_{1-alpha/2} = 0.1905221345173886
CL = 0.1512 | alpha = 0.8488 | z_{1-alpha/2} = 0.1906497629332827
CL = 0.1513 | alpha = 0.8487 | z_{1-alpha/2} = 0.1907773944547488
CL = 0.1514 | alpha = 0.8486 | z_{1-alpha/2} = 0.1909050290840171
CL = 0.1515 | alpha = 0.8485 | z_{1-alpha/2} = 0.1910326668233184
CL = 0.1516 | alpha = 0.8484 | z_{1-alpha/2} = 0.1911603076748838
CL = 0.1517 | alpha = 0.8483 | z_{1-alpha/2} = 0.1912879516409446
CL = 0.1518 | alpha = 0.8482 | z_{1-alpha/2} = 0.1914155987237328
CL = 0.1519 | alpha = 0.8481 | z_{1-alpha/2} = 0.1915432489254805
CL = 0.1520 | alpha = 0.8480 | z_{1-alpha/2} = 0.1916709022484200
CL = 0.1521 | alpha = 0.8479 | z_{1-alpha/2} = 0.1917985586947845
CL = 0.1522 | alpha = 0.8478 | z_{1-alpha/2} = 0.1919262182668071
CL = 0.1523 | alpha = 0.8477 | z_{1-alpha/2} = 0.1920538809667214
CL = 0.1524 | alpha = 0.8476 | z_{1-alpha/2} = 0.1921815467967615
CL = 0.1525 | alpha = 0.8475 | z_{1-alpha/2} = 0.1923092157591617
CL = 0.1526 | alpha = 0.8474 | z_{1-alpha/2} = 0.1924368878561570
CL = 0.1527 | alpha = 0.8473 | z_{1-alpha/2} = 0.1925645630899820
CL = 0.1528 | alpha = 0.8472 | z_{1-alpha/2} = 0.1926922414628726
CL = 0.1529 | alpha = 0.8471 | z_{1-alpha/2} = 0.1928199229770644
CL = 0.1530 | alpha = 0.8470 | z_{1-alpha/2} = 0.1929476076347938
CL = 0.1531 | alpha = 0.8469 | z_{1-alpha/2} = 0.1930752954382973
CL = 0.1532 | alpha = 0.8468 | z_{1-alpha/2} = 0.1932029863898118
CL = 0.1533 | alpha = 0.8467 | z_{1-alpha/2} = 0.1933306804915747
CL = 0.1534 | alpha = 0.8466 | z_{1-alpha/2} = 0.1934583777458237
CL = 0.1535 | alpha = 0.8465 | z_{1-alpha/2} = 0.1935860781547968
CL = 0.1536 | alpha = 0.8464 | z_{1-alpha/2} = 0.1937137817207326
CL = 0.1537 | alpha = 0.8463 | z_{1-alpha/2} = 0.1938414884458697
CL = 0.1538 | alpha = 0.8462 | z_{1-alpha/2} = 0.1939691983324474
CL = 0.1539 | alpha = 0.8461 | z_{1-alpha/2} = 0.1940969113827055
CL = 0.1540 | alpha = 0.8460 | z_{1-alpha/2} = 0.1942246275988834
CL = 0.1541 | alpha = 0.8459 | z_{1-alpha/2} = 0.1943523469832218
CL = 0.1542 | alpha = 0.8458 | z_{1-alpha/2} = 0.1944800695379612
CL = 0.1543 | alpha = 0.8457 | z_{1-alpha/2} = 0.1946077952653427
CL = 0.1544 | alpha = 0.8456 | z_{1-alpha/2} = 0.1947355241676078
CL = 0.1545 | alpha = 0.8455 | z_{1-alpha/2} = 0.1948632562469981
